Water Source Type,Contaminant Level (ppm),Turbidity (NTU),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Risk Level
River,17.140602752606647,0.8390366885670002,6.774936076634085,1.3413719423664499,78.80022141087716,Chlorinated,96.64145250355385,79.22090639317227,267.2246023170513,21.479305195685416,191.1676334906995,Low
Treated Supply,21.049833585623393,1.215480566922749,5.986775540369758,4.395906239406821,45.235102586491216,Filtered,90.15686778647108,82.41905678562706,594.5278936647903,27.37459172099685,146.1447568498323,Low
Treated Supply,26.57597686031039,1.9048962871625954,1.9281450425981523,4.893027579531626,43.58818178514871,Chlorinated,76.29126365256026,77.5292858400538,586.8389794691925,21.48120666087816,262.1975509285316,Low
River,14.474146232099656,2.2847865585860894,1.695132470165176,0.16651308046677693,13.316256160197234,Chlorinated,82.46741375455942,77.5334382887308,206.462490052283,27.08705388715184,457.7654189430111,Low
Open Well,8.614984411933424,1.6367044107794002,4.597526446224709,4.796321747573881,28.878309918014445,Filtered,72.09604707920144,96.9247002128429,218.97078590640712,27.209755391124425,263.8258326960521,Low
River,27.61643967920316,2.5964844214335683,6.062129690463747,2.4973240293560734,50.77883035386833,Chlorinated,93.8156405738476,70.63774630825063,570.0867266887664,29.792510226736944,535.658818798646,Low
Open Well,13.81560148050165,2.3002773383779918,3.365793382409561,2.9708364897093693,79.83406554803058,Chlorinated,87.30133353061271,79.94861549240954,505.42431220356013,28.775470670682054,710.5160709375674,Low
River,17.7301582341926,1.5909917108225378,2.200723831627455,4.690712447543019,29.111556542174647,Filtered,97.42007231110102,79.77877217888773,387.72658456688,35.356125905245044,320.4182994358731,Low
Treated Supply,14.880692047394515,0.8140553100033394,5.799712676534293,0.16205774561742659,24.371261161845027,Filtered,85.07540607225816,93.27643046953773,295.48088541815537,29.721427593954125,357.61097672365844,Low
River,16.607085626683784,0.7609688873991683,6.3773158190600086,2.4218551143048077,62.43830947262695,Chlorinated,77.6488384065306,92.08863727511425,429.26563000729936,25.957945226159694,251.38440699468651,Low
Open Well,24.879200737965945,1.2864395029983773,6.559969131344352,0.24084154229753907,31.81898091939158,Filtered,86.60439820349339,71.82601824314686,480.8031280872707,21.9417667386003,437.02064369329906,Low
Open Well,7.604448638067536,1.4737786934364367,6.490799782108393,1.2733423759939422,67.9920405068418,Filtered,74.8142957579585,92.2369142572976,523.1092593655228,18.579683705800424,341.047020565893,Low
Treated Supply,15.197828859214958,0.9258135980980451,5.118801461533836,1.6802525410784868,66.95001894814871,None,70.93348156646492,79.17193596560287,271.24379991221963,29.173831646475165,285.7989846723324,Low
River,17.482451006088176,1.8296784032482862,1.0149759817230084,3.1277849873651404,23.220377782121183,Chlorinated,80.86372596986462,89.70323109710735,535.3202635718942,23.94523331107598,691.8102103261489,Low
River,6.56154170309285,2.451533987590037,2.1444318495578667,2.5414438304942855,27.928231653293018,Filtered,90.35292302187294,98.573242890136,400.3357896679938,33.9614342987172,412.6437285700278,Low
Treated Supply,21.749481648151537,2.121890042524103,1.2772854297239444,1.8827148329764298,37.18620677103688,Chlorinated,96.18463540088226,75.64883266087465,527.0135372994573,34.6726954884685,361.0326627991072,Low
River,16.506811767025365,2.8610501948028015,6.237075073633852,4.382877959167766,65.56839285877702,Filtered,79.28850950055869,82.80160513279654,582.2878073802391,21.60002108208709,141.6002844942728,Low
Treated Supply,7.698766659069679,2.716722561510522,2.717080531174681,4.318313615568884,71.04346850171308,Chlorinated,97.51744175914028,81.01264336285803,211.5496785691119,21.757172552432337,191.29064443110866,Low
Open Well,8.03567777676141,2.517304199351932,2.7537202090327653,2.545755205749937,16.22889395899881,None,98.74382867194493,85.26170771662755,222.2863688214287,24.28561518533234,679.9565267826905,Low
Open Well,13.452306479064678,2.08882693942424,6.689367114370372,4.049358922763723,41.766080326272096,Chlorinated,92.40021946646903,96.12430828770476,487.06656273423255,26.54765485067044,447.5970925651555,Low
Open Well,17.086497979298237,2.7497539128451245,5.454527233058105,1.7199515388375197,28.223835557186817,None,94.08928170368821,74.27369735225487,322.60432337504096,21.416751544825733,658.6070750045114,Low
Treated Supply,29.782931475687477,1.951709105022747,1.2307067924957285,0.9464973179207342,29.471056514141022,None,77.25870285574295,93.96797136189684,483.254629091691,18.552682119923727,100.9892720812491,Low
River,22.386517806015515,1.4760698235277887,1.768636794164374,1.212572035778123,10.920608356092169,None,90.4606649856249,97.92619266561805,505.5806939831918,31.31751988776046,530.6161493597396,Low
Treated Supply,10.259739394622448,2.0132215321605886,3.4679378922427655,3.8978378584931175,29.826799875126287,Filtered,82.3092669163897,74.41142951673338,543.9355858098188,36.09080367222404,258.52500154431385,Low
Treated Supply,6.101816983932388,2.6677949682160773,3.934636630723662,1.0540690180854295,58.28609553958678,Filtered,84.42558399314278,82.15962431555862,403.6777916491818,20.089109170487077,778.9639941565151,Low
Treated Supply,20.857360023400805,2.336313899811909,5.774832662510303,1.2238101383493216,56.935979197971626,Filtered,71.03395468407261,90.59324428468503,436.7316255388827,34.43975869157033,211.54893016965437,Low
River,8.221139851374607,0.9448139379833388,5.851849439475274,3.7727571884289572,37.7162425792316,Chlorinated,87.50463191577272,94.40331750399187,259.5399235927229,25.849372716303684,539.1912921081447,Low
Open Well,8.280105204198888,1.3937539406200437,6.447483335602395,4.836087569821103,63.22043482913272,Chlorinated,73.44331271747119,75.9000718087655,523.822999821004,34.16753743563879,400.14228037714935,Low
Open Well,18.03661075435921,0.6924748397030202,6.8269121882105335,4.700657951102542,27.54377543721788,Filtered,76.07429890238627,83.27960263579386,508.59911207874273,18.306829918577588,657.6335581945575,Low
Open Well,24.255131785421035,1.1277608460439696,5.335753085153565,0.638559379913598,32.18855807274187,Chlorinated,84.24840816834609,95.53193870895653,508.4358277960196,34.32512705372891,311.7444304359004,Low
Treated Supply,13.060444479061166,0.5229785448447826,6.5540800739639185,3.7822003933940653,28.521285896750364,Filtered,73.81244236296088,79.62302508518931,434.8225540687779,36.28874957842888,550.7094702790042,Low
Treated Supply,21.284418791493867,1.3521497640735063,2.3969114613743914,2.239153963046718,64.39641506807155,Chlorinated,84.08385497842195,88.64293900401456,393.22092916983274,28.764608789912913,225.99384241316812,Low
River,5.484001797883144,1.5687228880906507,2.7049772202601816,1.9820713560033614,23.865283377368165,None,81.43144889644383,85.94837681101563,294.18403027582303,32.86116794932229,569.2527693891167,Low
Open Well,9.766372352804163,1.5175117314549094,5.6737734127640405,4.989553981667222,29.166075697639737,Filtered,93.47935945516525,91.24258906491576,397.5642394719717,29.569482080706713,750.3320527674618,Low
River,28.268214435447476,1.6182187894490996,3.9868637584048754,4.787831100429506,72.10714588684331,Chlorinated,90.67983661337682,70.09155664734784,379.60620576056317,30.940704783666177,272.73667221943145,Low
Treated Supply,26.06461100634103,1.486826639148993,2.1291085952853184,2.9661143103810774,36.71336478408722,Chlorinated,98.65666782229988,95.49879998789994,597.1946888055782,37.3729537750471,185.30806625600934,Low
Open Well,16.615095011698177,2.785954098305392,3.298488260294751,0.2229889151768899,26.539971704244312,Chlorinated,70.85214769584354,77.00506613299002,427.824957986295,21.770572142202102,281.67429903706545,Low
Open Well,7.4550915312419015,2.929648826039841,4.329895061225469,1.8053017750004152,35.39960321866995,None,75.40479039413812,97.0395951923797,413.46469170737527,31.987524063063944,492.95459449133483,Low
Treated Supply,15.429945002718547,1.2313701081688182,1.6088505104578465,3.3407680658239256,63.501783958373224,Filtered,85.4841735002957,70.8090599307467,454.34809759049165,25.219653277055052,415.90557171347933,Low
Treated Supply,20.935150801142456,1.8668652363986136,1.7764345519829106,2.570878465843611,24.262255490318296,Filtered,87.42817733659999,94.09174960393192,468.18839329235266,24.810689464338914,470.38760758655224,Low
Treated Supply,13.816282345988432,2.0511167266823898,4.073045061155086,3.830275777628715,30.380765363860952,Filtered,71.43107009657227,97.11548317068858,260.1429609507141,25.7991630299556,142.66716663974893,Low
River,13.423256386426647,1.7413880228810377,4.111576897214617,0.8042000951964828,79.04152025391252,Filtered,76.15938200131923,91.94188186068276,508.54624274895735,21.515018859093463,634.4143647230622,Low
Treated Supply,12.446144116693437,2.5280600050678106,6.9089620253068755,4.3931293422592415,65.3153861027159,Filtered,94.1989847541789,74.10440650388995,428.41690658027005,27.45278968767959,241.4208492995583,Low
Open Well,13.097749150106756,2.0962097337454635,5.614835192746915,0.34943912326535764,59.17324558624907,None,72.8754307466117,95.4238806560601,233.52682493745652,22.49261986721867,316.41178713201907,Low
Treated Supply,5.486996470161069,2.8005663097157028,3.7014513975157035,4.358142765235367,79.11838122862471,Chlorinated,98.73688775919432,86.65917324771797,505.0388112068138,29.99966324624629,195.61338194914558,Low
River,19.530735411423315,1.879128853478699,2.437171340151985,0.17351972405629024,40.441963469117596,Filtered,96.47818965576415,76.38356555274757,433.9026928580164,34.13131654735059,178.0920427179524,Low
Open Well,17.000987418947226,1.0730531728868113,6.466650525019267,1.9501390130837666,65.73030562328714,None,97.05506382224156,78.05983432564263,414.1893013081106,27.198999077368345,615.3190597792043,Low
Open Well,7.644140849687526,1.1471938381076718,2.000158284085092,3.181718877644955,30.08583937616286,None,79.9334131540138,78.03081508570386,507.6694051339362,35.237577701378854,688.4183434701174,Low
Treated Supply,10.289055547966367,2.3353128547250788,6.594301204692348,2.199539792276126,31.515551829753026,Chlorinated,98.17821765019215,95.85388105986615,274.73903317723466,19.92733228886791,767.9292147497987,Low
River,14.258282343754376,1.8075569765855888,6.80757003946875,2.623746150384196,41.93664357804243,Chlorinated,90.75517793622483,97.10086657854224,588.0535182487523,23.53948281983027,152.87776857342885,Low
River,16.843744426040242,1.2202687580043923,4.297962149697725,2.578273543032772,63.24886486994284,None,89.92289499833905,93.47119398660853,367.4081959032177,22.93503637207084,137.05975620739974,Low
River,18.65865370398893,2.3628767170805585,3.027019198530057,0.5189849023851345,56.04098842835794,Chlorinated,82.39967078344417,82.14938725243685,441.14791580630515,28.794615816579626,447.07517474766433,Low
Treated Supply,28.01581638316516,0.5204031069742641,6.6661478690487925,4.898669957958535,30.298632095953018,None,70.14354585980057,80.62951302356709,469.8549215838908,24.3043743012144,659.3700611707985,Low
Treated Supply,5.932799214885974,2.108752049075061,6.429984484601407,1.614307495193874,38.08596267492475,None,84.61828006258395,94.0765182166206,219.60170273837863,35.38841267533866,431.78599670438825,Low
Treated Supply,17.218477454575,2.5703073241996695,1.2179091155743746,1.2899428636413834,58.23550984402807,Filtered,76.09207161484257,86.58830104402315,509.68722283653636,19.193552515405607,151.13347503622686,Low
Treated Supply,17.020362178353377,0.992974836498476,1.1480832770685,0.5845546730570861,12.256738981615607,None,93.110261046598,87.660378361433,598.4211648025337,24.94684828014375,464.36006516549725,Low
River,17.189097034852,2.0281750571367567,3.61201711664194,4.230012483913354,46.04974037908535,Chlorinated,77.60906048873638,87.5888051760605,306.54390462296493,18.46463707326297,415.9920849276237,Low
Treated Supply,10.01923728742136,0.5465968592494046,2.4478592651979154,1.518974361156632,32.54969710443601,Chlorinated,84.71131414070327,93.12980597910814,355.6091759893027,35.2153874097765,487.78546762641247,Low
River,11.88666844136181,2.8901846345108884,1.145679935214678,2.443196755435672,10.860914145898336,Filtered,80.79446563292535,88.95370577083688,456.84128291608465,23.35730878451197,640.9203701348534,Low
Treated Supply,22.61835091108148,2.1818003930400165,1.6636721797931486,1.6578259820239394,69.80957347330653,Filtered,70.54052202957102,79.45771281004777,524.6020622492247,31.496449554264263,432.5192752325076,Low
Treated Supply,27.932087859286664,0.8648700767914479,5.226950524790345,2.936504117716698,15.485476076289283,Chlorinated,87.12453736163718,70.07355502907414,214.58950490433736,24.970049670570717,390.4593809921295,Low
Treated Supply,11.575907936444803,0.9159106912964655,4.867145240190974,4.380683558956035,26.321076150924593,None,75.91917960828965,86.55902211842448,468.5176587953524,37.76960751336952,323.1214736027225,Low
Treated Supply,5.26807829980341,2.453199355501237,5.034946752856534,3.738217055056868,43.336971727301155,Filtered,98.86929717162104,89.99804606579653,296.9535861559118,31.52448294914708,474.67481324149355,Low
Treated Supply,9.011029534772781,2.394839942105261,1.6761097569485652,3.7036224661630706,34.850536377513784,None,75.33726451609155,87.12924508521513,346.756103278962,26.8449108649171,580.0452105777756,Low
Treated Supply,19.26861623501466,1.7889965123906757,2.505105556318773,1.0858098537787653,78.02585896076627,Filtered,93.48048787632791,87.99822042453987,407.77115396855027,21.126735713429508,573.7694332207278,Low
Treated Supply,28.057566982954185,2.9588757908446515,5.457654039739255,2.460657900256461,36.77501726769525,None,91.41298950155853,75.63316838736138,379.95557144183954,33.411462749969026,382.80519493544233,Low
Treated Supply,10.9063236629962,2.6642737373972745,4.422543517778892,2.3623043203228224,68.93745808894366,None,96.60054219901454,86.66372714436457,471.71478985069217,32.91748823245281,665.3369602275118,Low
River,6.261904815549797,1.8822432452883913,1.2947867637543606,4.437148828183413,38.07815141635654,None,95.53073666436435,75.639048478441,578.6793940940724,18.950335680549603,633.9995299240629,Low
Treated Supply,6.270513901722397,1.1004176696612642,1.616273253327067,4.34803002966101,69.5078327305894,Filtered,99.58613997238744,97.37044272452465,407.1538895975003,36.11455337387504,480.18983617804645,Low
Treated Supply,7.203179790646468,1.6363034022248701,4.91533164040253,0.7067818116913188,26.004480111889446,Filtered,87.16357363193111,90.97632439909457,577.7681918986032,20.00154525908006,377.45592072127624,Low
Treated Supply,20.377798893784497,2.005988504275537,4.568560258943238,1.3677232564012942,40.00578525965456,Chlorinated,80.05390127285813,95.9281079155635,403.0359570723833,20.818655791886336,239.17798675079126,Low
